ClientSK;Solde_Compte;Nb_Produits;Nb_Credits_Actifs;Nb_Transactions_Mois;Montant_Transaction_Moyen;Nb_Retraits_GAB_Mois;Nb_Paiements_CB_Mois;Taux_Utilisation_Decouvert;Nb_Connexions_App_Mois;Nb_Virements_En_Ligne_Mois;Score_Satisfaction;Nb_Reclamations_12mois;Solde_Moyen_3mois;Nb_Produits_Resilies_12mois;SegmentID;PackID;Age;Score_Credit;Anciennete_Annees;GouvernoratID;A_Quitte
80240;19350.18;5;1;47;1616.32;4;21;48.3;17;4;4;0;21544.31;0;2;5;51;802;12;2;0
80241;17998.68;1;1;16;793.48;3;7;39.9;24;15;4;0;20332.73;1;4;2;34;659;1;2;0
80242;3706.97;4;0;4;72.73;8;3;42.5;26;6;4;0;3223.51;2;4;6;25;553;2;3;1
80243;23414.48;3;0;10;285.30;2;10;99.1;2;2;4;0;21947.39;0;4;6;31;539;8;2;0
80244;72955.54;4;0;35;726.92;10;20;24.3;27;1;4;1;79053.27;1;2;5;32;744;0;7;1
80245;11248.35;1;1;10;122.30;15;5;12.8;16;0;4;0;10190.35;0;4;5;67;561;4;1;0
80246;3526.62;2;1;22;400.79;10;18;60.0;2;1;4;0;3005.13;0;4;1;80;614;1;4;0
80247;5340.91;1;1;12;685.01;6;7;48.2;0;0;4;0;4850.27;0;4;1;34;578;3;1;0
80248;192665.13;4;0;37;1765.32;9;31;26.1;0;0;4;0;196668.51;0;3;7;51;689;3;7;0
80249;154226.62;6;3;19;3162.49;7;9;0.0;2;0;5;0;133529.51;0;1;7;62;762;2;18;0
80250;22673.58;3;3;15;65.44;7;7;0.0;25;11;4;0;23416.10;1;4;1;28;529;2;24;0
80251;202463.38;6;1;32;1274.47;6;24;38.8;23;3;4;0;190097.62;0;3;3;26;705;2;1;0
80252;177642.76;6;1;32;203.19;5;12;28.8;22;9;3;0;164842.05;0;3;4;18;671;4;5;0
80253;16836.46;4;1;22;570.51;3;15;44.4;25;11;4;0;17767.75;0;4;6;42;612;1;1;0
80254;94953.04;4;2;41;838.38;6;24;39.6;24;7;4;0;88975.90;1;3;3;34;627;0;3;0
80255;12506.72;1;1;1;482.76;9;2;52.3;25;13;5;0;12340.97;0;4;2;38;500;3;9;0
80256;20977.10;2;2;20;510.26;3;14;21.1;8;12;5;0;22073.33;0;4;2;32;577;4;19;0
80257;658725.43;4;0;32;4570.89;12;18;18.9;7;0;4;0;710044.07;0;1;3;50;671;2;3;0
80258;21394.53;1;0;23;288.07;5;13;62.0;24;6;4;0;20778.80;1;4;1;39;674;4;5;0
80259;10242.13;2;0;3;389.60;7;10;34.6;0;0;3;0;8779.40;2;4;2;51;579;2;9;0
80260;5759.98;3;1;11;506.43;7;14;22.4;27;2;4;0;5832.99;0;4;2;39;582;2;9;0
80261;111115.96;4;1;30;1878.31;11;20;25.2;4;0;5;0;124788.67;0;2;5;58;667;3;9;0
80262;659721.61;7;0;25;4080.26;5;15;17.4;19;2;5;0;647264.84;1;1;7;28;789;2;9;0
80263;743922.67;7;3;45;1295.08;10;18;35.8;3;0;5;0;812687.82;0;1;3;64;750;2;1;0
80264;3496.98;2;2;14;216.69;12;10;36.6;21;0;5;0;3775.06;0;4;1;56;600;6;19;0
80265;24269.97;2;1;20;388.01;2;12;30.8;19;15;3;0;21212.66;0;4;2;24;594;1;6;0
80266;86007.66;2;0;34;259.78;6;19;32.1;43;1;5;0;76606.74;2;2;3;49;665;0;5;0
80267;60021.08;5;2;42;1984.05;3;18;19.0;37;9;4;1;68912.66;0;3;7;39;692;0;3;0
80268;7146.70;1;1;15;684.94;10;7;53.8;26;8;5;0;8004.79;3;4;6;53;640;8;11;1
80269;26022.74;3;2;19;618.24;15;15;17.2;5;0;4;0;24986.59;0;2;5;53;687;3;15;0
80270;228237.90;7;0;26;1221.66;10;18;66.3;4;0;4;0;216313.66;0;1;7;57;841;0;15;0
80271;66714.00;4;1;35;1743.54;3;17;83.1;21;4;4;0;59756.47;0;2;3;39;632;2;9;0
80272;17801.84;3;1;19;172.53;14;9;27.5;30;8;4;0;18966.74;1;4;2;35;611;11;14;0
80273;10448.18;3;1;8;557.86;12;7;50.7;6;0;4;0;9720.00;1;4;6;57;664;5;4;1
80274;8494.85;2;0;22;299.97;12;19;70.9;3;0;3;0;8468.92;2;4;2;79;603;2;11;1
80275;14269.53;1;1;2;756.96;5;2;25.7;36;0;4;0;12410.69;0;4;5;19;518;0;18;0
80276;22923.21;1;0;8;199.06;5;0;48.9;3;1;3;0;25035.15;0;4;5;60;632;14;14;0
80277;1523.35;3;0;3;108.37;7;0;32.0;8;0;4;0;1640.99;0;4;1;19;534;3;24;0
80278;12938.40;4;1;12;405.67;7;5;51.4;10;1;5;0;13599.00;0;4;5;19;590;5;1;0
80279;20735.57;5;2;36;3017.25;6;28;39.9;0;1;5;0;22738.52;0;3;4;34;795;15;2;0
80280;93903.62;5;1;23;747.83;0;8;11.8;2;0;5;0;86505.35;0;1;3;32;800;13;5;0
80281;21408.62;4;0;49;1941.97;7;32;47.9;1;0;4;0;21123.70;0;3;7;52;779;11;2;0
80282;21386.09;2;2;9;739.49;5;12;37.7;31;10;4;0;23256.57;1;4;2;19;559;0;11;0
80283;65534.37;6;1;28;2374.62;5;26;51.4;8;0;4;0;71900.48;1;3;7;57;680;2;17;0
80284;16454.22;2;0;15;789.58;10;8;42.6;38;3;5;0;17805.80;0;4;6;35;578;3;5;0
80285;13854.32;1;2;16;471.37;3;3;0.0;3;1;3;0;13887.25;3;4;5;52;575;1;1;1
80286;42627.51;5;0;27;840.59;15;12;56.3;6;1;4;0;41458.17;0;2;7;57;666;3;7;0
80287;12230.32;1;1;0;392.50;7;2;33.3;21;6;4;2;10823.68;0;4;1;32;591;4;2;0
80288;19537.94;2;2;3;681.92;11;12;0.0;34;3;5;0;16874.11;2;4;2;24;620;2;9;1
80289;193202.77;6;2;43;633.67;3;25;68.6;28;0;5;0;165238.66;0;3;7;59;708;3;9;0
80290;103962.53;2;2;24;192.44;12;9;36.1;32;5;5;0;100343.83;0;2;7;37;632;16;3;0
80291;203342.73;5;0;57;2196.91;11;35;81.4;28;7;4;0;212258.76;0;3;3;32;615;4;19;0
80292;22832.01;1;2;7;67.69;8;4;31.0;37;5;4;0;20878.47;1;4;6;49;596;10;1;0
80293;12982.03;1;0;9;665.36;8;10;38.4;8;1;4;1;12442.91;0;4;2;42;542;0;15;0
80294;194150.87;6;1;40;2372.19;14;23;0.0;4;0;4;0;221968.89;0;3;4;68;721;5;1;0
80295;141056.97;3;1;55;1434.79;8;34;40.0;35;11;4;0;151590.56;0;3;3;30;787;2;5;0
80296;4151.54;1;2;1;345.90;9;5;62.1;28;11;3;1;3892.39;0;4;1;29;605;2;7;0
80297;69815.29;7;1;39;1456.13;8;29;34.6;9;0;5;0;61892.00;0;3;7;72;644;6;5;0
80298;113993.09;4;2;28;403.72;9;18;26.4;5;2;4;0;105698.74;0;2;3;61;723;4;23;0
80299;11218.31;2;3;15;102.90;4;13;40.0;17;4;4;0;12245.88;0;4;6;27;642;0;1;0
80300;19549.84;3;0;12;234.98;3;11;16.8;36;7;5;0;21703.85;2;4;1;69;543;1;6;1
80301;66918.25;3;0;41;2833.40;13;33;34.5;5;0;4;0;57163.79;0;3;7;54;702;10;1;0
80302;104914.47;4;1;28;342.01;4;22;52.6;24;12;4;0;118321.03;0;2;7;35;659;1;3;0
80303;246541.57;4;3;26;2647.32;4;10;45.2;22;15;5;0;235899.95;0;3;3;31;725;16;7;0
80304;495655.46;4;0;29;527.44;16;10;33.1;26;10;4;0;458136.89;0;1;7;36;829;16;16;0
80305;20052.79;1;1;4;478.62;7;12;44.0;2;1;5;0;22367.65;0;4;1;75;588;0;1;0
80306;67684.49;3;0;35;515.01;10;16;15.0;0;1;4;0;72882.46;0;2;7;46;670;0;7;0
80307;279504.36;8;2;41;535.81;13;31;57.6;9;8;5;0;280331.49;2;1;3;53;807;16;1;1
80308;18227.06;1;1;10;711.51;12;0;46.9;36;11;3;0;17777.97;3;4;1;28;566;13;16;1
80309;68000.02;3;0;19;1593.87;12;10;65.0;18;11;5;0;58992.26;0;2;5;28;706;3;2;0
80310;153710.97;6;3;15;394.59;2;7;60.0;30;8;5;0;145630.56;1;3;3;34;688;2;17;0
80311;215208.27;5;2;32;2345.34;9;14;45.2;4;0;5;0;190225.55;0;3;3;78;687;14;1;0
80312;12009.95;3;1;26;664.17;3;16;6.4;41;6;3;0;13281.46;1;4;5;26;592;2;8;1
80313;23428.94;2;0;4;102.33;0;4;24.2;42;1;4;0;24187.37;2;4;6;26;528;7;2;1
80314;17259.35;1;1;31;478.06;10;25;28.8;5;0;4;0;15721.12;1;4;1;73;577;2;1;0
80315;14046.84;2;0;19;655.02;7;12;0.0;34;0;4;0;13101.79;0;4;5;28;610;1;8;0
80316;151383.10;3;0;48;720.19;8;28;15.7;31;7;4;0;132840.95;3;3;4;27;680;0;4;1
80317;1666.57;1;1;0;473.70;3;0;33.1;31;10;4;0;1632.07;0;4;2;22;625;3;7;0
80318;63906.19;5;1;6;1479.48;5;1;0.1;26;10;5;0;57372.07;0;2;5;40;670;5;14;0
80319;15998.96;1;1;22;249.94;9;13;28.1;22;5;2;4;17556.74;1;4;5;53;548;3;10;1
80320;137907.79;5;1;35;3108.09;8;24;78.0;8;0;5;0;154784.65;0;3;4;36;772;0;1;0
80321;9749.72;2;1;6;154.38;13;0;0.0;8;0;4;0;10825.58;0;4;6;70;572;1;7;0
80322;15306.40;6;1;27;221.95;7;12;51.8;22;3;5;0;14366.52;1;2;7;49;719;5;17;0
80323;23479.10;3;0;6;161.35;8;3;17.4;50;7;5;0;20088.16;2;4;1;30;646;0;2;1
80324;23898.38;2;0;11;337.49;12;19;24.2;0;2;4;0;24511.60;0;4;5;37;544;1;3;0
80325;5303.61;2;0;25;154.86;7;16;23.9;12;16;4;0;4602.54;2;4;2;29;543;3;1;0
80326;976.74;3;2;13;581.14;8;0;46.4;7;1;4;0;1084.77;0;4;2;49;552;4;7;0
80327;66098.33;4;0;36;1024.50;0;24;20.6;41;10;5;0;62979.73;0;3;7;28;762;6;5;0
80328;23266.41;2;2;19;135.45;8;1;5.3;25;7;5;0;22804.39;0;4;1;25;609;5;18;0
80329;20164.71;1;2;0;764.81;11;0;0.0;33;8;3;2;20995.18;0;4;1;22;517;0;1;0
80330;119353.72;4;0;38;1203.53;5;25;0.0;6;3;5;0;136656.03;0;3;4;73;749;2;1;0
80331;1797.04;1;1;25;457.12;11;15;56.7;1;0;4;0;1734.67;2;4;2;55;604;2;2;1
80332;18527.35;4;0;4;554.49;10;2;0.0;7;0;3;1;20084.43;1;4;2;62;548;6;19;0
80333;6911.53;1;0;17;102.95;6;10;32.0;27;5;4;0;6838.65;0;4;5;26;645;3;19;0
80334;23187.84;4;0;35;789.04;4;16;39.9;6;1;5;0;25778.22;2;2;5;62;638;4;8;1
80335;20109.65;2;0;17;757.93;14;11;3.6;31;17;5;0;18678.88;0;4;6;40;631;1;2;0
80336;11793.41;3;0;29;684.92;9;27;13.6;2;0;3;2;11226.90;1;4;1;51;570;15;5;0
80337;84711.93;4;0;39;344.73;9;14;52.0;4;0;4;0;81109.76;0;3;7;31;743;7;1;0
80338;196848.20;3;1;42;2475.24;7;23;0.0;8;0;4;0;175564.18;1;3;4;49;807;12;1;0
80339;196937.61;6;0;33;2891.15;11;21;43.6;14;8;4;0;225133.75;0;3;4;57;741;16;1;0
80340;20147.25;1;2;24;181.29;10;14;50.1;21;10;3;0;17968.06;0;4;2;32;642;3;9;0
80341;99659.24;4;0;41;2503.47;8;26;44.2;2;0;4;0;110807.76;3;3;4;49;715;1;18;1
80342;58110.82;5;0;37;209.99;10;23;16.2;3;0;5;0;64249.66;0;2;5;75;626;2;23;0
80343;209569.65;3;1;48;1773.99;13;27;55.0;17;7;5;0;220194.45;0;3;7;33;707;4;1;0
80344;37404.91;6;2;26;1819.42;13;17;47.8;28;5;5;0;42107.91;0;2;3;45;715;0;1;0
80345;10852.83;3;0;15;656.06;6;7;36.0;27;6;3;1;11597.70;0;4;2;24;566;6;2;0
80346;127942.07;4;1;24;1597.27;3;25;46.6;32;11;4;0;110415.27;0;3;4;23;644;2;19;0
80347;15165.10;4;1;14;91.59;11;0;55.6;26;7;5;0;16039.76;1;4;6;33;602;6;2;0
80348;18330.71;2;0;12;384.08;3;0;0.0;5;0;3;2;17112.00;0;4;1;44;528;1;21;0
80349;3021.49;4;2;9;719.20;5;0;15.1;9;14;4;0;3275.94;0;4;6;47;590;2;1;0
80350;25880.03;7;0;49;228.52;6;24;3.2;15;5;5;0;23485.39;0;3;7;47;714;3;1;0
80351;15405.57;3;0;10;601.15;4;7;13.3;11;9;3;1;16551.97;1;4;6;19;609;4;8;0
80352;51221.25;3;2;37;927.41;1;20;55.2;0;2;2;3;53608.27;1;2;3;76;576;4;1;0
80353;17708.02;1;0;18;767.15;12;4;9.1;25;4;4;0;18383.10;2;4;1;33;565;0;7;1
80354;220519.56;5;1;46;477.70;12;31;47.8;7;0;4;0;192687.68;0;3;3;29;682;4;1;0
80355;35415.22;6;1;25;1928.73;9;15;57.3;24;10;5;0;30658.72;0;2;7;37;730;4;1;0
80356;9620.58;1;1;10;253.50;6;2;15.5;30;6;4;0;8459.98;0;4;6;21;567;3;3;0
80357;94844.96;3;2;43;699.54;12;18;38.4;5;2;4;0;104964.61;0;3;3;64;702;3;14;0
80358;91452.78;7;0;45;1070.84;2;31;35.4;34;2;5;0;98036.32;0;3;7;25;706;11;3;0
80359;19848.10;3;0;8;716.16;0;8;50.3;4;3;3;1;18397.09;1;4;2;55;592;6;3;1
80360;21609.11;4;3;12;173.00;8;4;23.3;35;12;4;0;19104.65;0;4;5;29;583;16;7;0
80361;8713.98;2;2;6;593.89;3;0;32.4;21;8;4;0;9203.75;0;4;6;28;608;3;14;0
80362;7492.44;1;1;24;151.91;7;21;0.0;4;2;4;0;7220.87;0;4;6;46;609;9;17;0
80363;22817.12;1;0;8;156.48;10;15;28.0;8;0;3;0;19612.08;0;4;5;63;532;3;7;0
80364;2177.76;2;1;12;630.31;3;4;2.0;37;7;4;0;2320.87;0;4;6;21;575;4;1;0
80365;113823.44;4;0;26;172.94;7;30;31.0;2;0;4;0;116693.51;0;2;3;62;676;5;24;0
80366;9402.53;4;1;1;309.82;9;0;44.3;33;0;4;0;8935.53;0;4;5;25;598;6;6;0
80367;19348.61;4;1;12;623.17;14;2;58.8;36;7;5;0;19300.73;0;4;5;19;666;4;13;0
80368;6510.02;1;0;22;248.13;7;15;68.2;32;9;3;0;6323.58;3;4;6;33;616;3;17;1
80369;1341.54;2;1;11;459.57;0;6;9.9;7;0;3;1;1167.09;0;4;6;57;572;6;3;0
80370;2055.77;1;0;10;250.48;8;7;45.4;10;10;3;0;1947.61;0;4;2;21;556;14;1;0
80371;236011.10;5;1;36;288.47;11;8;49.7;33;4;3;0;246366.01;1;3;3;44;640;0;3;1
80372;17750.70;3;2;27;228.28;7;11;64.4;3;3;3;0;16252.21;0;4;1;74;569;1;19;0
80373;187413.31;5;2;37;2819.80;6;25;55.0;19;4;5;0;205991.21;4;3;7;40;671;0;22;1
80374;373718.76;8;2;38;473.84;11;23;57.2;1;1;5;0;330561.92;0;1;7;47;761;4;1;0
80375;36086.03;5;1;20;886.23;6;8;19.1;6;0;4;0;30885.37;0;2;7;50;697;6;4;0
80376;16509.34;4;2;10;535.54;10;8;45.9;5;2;3;1;17933.10;0;4;1;50;555;1;19;0
80377;15393.57;1;0;10;581.92;10;0;46.0;0;0;4;0;17556.25;0;4;1;43;572;3;9;0
80378;73630.58;2;0;34;134.65;7;19;24.8;7;1;4;0;73798.07;0;2;5;39;640;5;7;0
80379;140545.19;5;1;37;1941.08;10;18;26.7;0;0;3;0;120078.28;0;3;4;49;774;5;23;0
80380;3054.06;2;0;13;469.32;10;0;34.8;22;8;4;0;3439.93;0;4;1;36;530;4;4;0
80381;1470.00;4;1;15;671.54;7;10;40.5;29;2;4;0;1539.72;0;4;1;57;556;2;9;0
80382;326058.04;4;3;29;3132.66;7;23;37.4;39;7;4;0;311982.09;0;1;3;33;770;1;3;0
80383;111662.56;3;1;33;1069.68;6;16;40.6;6;0;3;0;100681.85;0;2;7;52;654;1;14;0
80384;29689.84;7;0;32;2566.16;8;19;69.2;2;0;4;0;31776.26;0;3;7;74;744;1;19;0
80385;80919.11;5;2;41;629.18;7;28;28.2;12;1;5;0;83281.00;1;3;4;51;693;1;7;1
80386;15983.87;1;0;4;627.87;18;0;78.7;4;0;3;0;16313.54;4;4;1;70;616;3;16;1
80387;1714.56;1;3;11;651.73;0;1;24.3;0;1;4;0;1894.16;0;4;2;58;567;2;7;0
80388;239873.34;5;1;33;2777.77;7;18;35.3;35;13;5;0;216785.37;0;3;3;31;688;1;12;0
80389;16118.64;2;0;10;214.00;6;6;42.0;42;7;4;0;14715.30;2;4;2;29;565;0;3;1
80390;2792.45;1;0;21;599.59;5;0;46.4;24;4;4;0;2782.54;2;4;6;32;538;1;7;1
80391;590118.86;6;0;32;2802.51;9;13;36.4;30;1;4;0;645275.50;0;1;3;38;772;2;10;0
80392;15826.91;1;1;11;620.35;14;10;15.5;0;0;4;0;15635.84;1;4;1;49;593;3;7;1
80393;117688.91;5;0;22;1837.24;7;8;19.3;44;11;5;0;127967.59;1;2;5;43;715;1;1;0
80394;81971.88;6;0;41;2099.74;7;35;59.5;14;13;4;0;88197.53;0;3;7;38;732;5;22;0
80395;99212.86;3;2;23;744.72;4;3;22.2;0;2;4;0;102315.60;0;2;5;47;713;1;19;0
80396;246956.15;4;3;37;2586.11;6;17;0.0;5;0;4;0;275414.19;0;3;3;40;767;3;1;0
80397;46237.55;6;0;37;2048.60;3;23;56.3;4;0;5;0;49345.16;0;3;7;41;758;2;1;0
80398;51895.84;3;1;35;2284.13;10;28;44.3;5;1;3;1;44825.77;3;3;4;18;651;4;19;1
80399;51081.36;5;2;38;2275.27;6;19;69.3;33;9;5;0;53331.11;1;3;7;33;673;5;9;0
80400;16682.17;1;0;16;88.83;3;18;3.3;2;1;3;0;15329.07;1;4;2;49;635;2;1;1
80401;16564.42;2;1;0;555.87;8;9;83.1;9;5;4;0;16496.56;1;4;6;44;609;7;6;0
80402;8333.69;1;2;14;117.13;6;0;22.3;4;0;2;2;7482.91;4;4;5;37;530;1;3;1
80403;7872.94;3;0;18;380.47;3;1;43.9;27;17;4;0;8525.02;2;4;2;39;536;0;14;0
80404;1549.53;1;0;13;73.64;6;10;20.6;9;3;3;0;1365.94;1;4;2;40;492;1;1;1
80405;24471.17;1;0;0;99.11;3;5;26.3;39;9;4;0;27524.75;1;4;1;20;548;3;1;0
80406;3187.82;2;1;11;342.92;7;1;25.5;9;10;4;0;3591.19;0;4;6;40;619;5;24;0
80407;24701.14;2;0;21;74.80;11;14;25.9;2;0;5;0;25587.23;0;4;1;79;639;2;1;0
80408;4355.07;1;1;24;229.48;0;11;75.4;0;0;4;0;3864.86;3;4;6;38;598;2;6;1
80409;119868.70;5;2;24;580.85;8;11;5.3;18;8;5;0;130453.33;0;2;3;19;602;3;17;0
80410;19334.52;1;1;7;302.23;6;5;33.2;28;10;5;0;20984.80;0;4;5;24;614;13;24;0
80411;240168.04;6;0;34;2064.15;10;15;41.5;10;2;5;0;263494.57;0;3;7;48;810;6;7;0
80412;15441.09;2;1;12;690.05;11;9;19.9;46;9;4;0;16079.64;1;4;2;42;632;2;3;0
80413;14871.31;2;1;11;769.08;13;11;45.6;27;6;4;0;12924.60;0;4;2;27;615;3;22;0
80414;17105.43;3;1;15;415.77;6;7;20.5;40;7;4;0;19004.87;3;4;1;18;585;2;19;1
80415;16298.75;1;2;19;170.40;7;22;13.7;29;6;3;1;14593.13;0;4;1;40;576;10;3;0
80416;22763.46;2;0;22;208.45;4;12;26.7;25;14;5;0;22799.45;0;4;6;28;575;3;15;0
80417;57347.22;6;2;24;1996.50;8;23;75.3;5;0;5;0;52938.13;0;2;7;60;681;3;22;0
80418;2922.18;1;0;14;302.36;11;10;42.2;32;4;3;0;3017.68;0;4;1;26;547;3;24;0
80419;22130.80;2;1;13;105.75;3;8;48.5;4;2;4;0;24349.61;0;4;6;33;621;16;2;0
80420;17647.90;2;2;30;573.80;4;18;30.6;28;9;4;0;19191.88;0;4;5;29;611;6;4;0
80421;59594.79;5;1;24;943.81;10;13;35.3;27;9;5;0;66250.85;0;3;3;54;755;13;2;0
80422;69861.58;4;1;13;1127.85;8;7;37.9;3;5;4;0;71987.34;1;2;5;37;686;1;4;0
80423;214767.06;3;0;48;1642.70;6;28;0.0;8;0;4;0;213171.79;2;3;7;40;690;15;1;1
80424;17581.61;1;0;19;620.45;0;11;38.3;5;0;4;0;18894.63;0;4;6;56;619;4;1;0
80425;78241.74;4;0;27;1194.14;4;11;27.8;8;1;4;0;68427.75;2;2;5;73;718;5;9;0
80426;28934.02;4;1;36;428.99;10;23;0.0;28;9;5;0;27908.16;0;3;7;42;623;2;16;0
80427;72755.53;4;0;32;1260.84;5;20;62.7;25;2;4;0;83491.21;0;2;3;38;695;13;6;0
80428;9361.23;2;3;15;63.76;8;16;22.1;2;12;4;0;9446.26;0;4;2;33;511;3;5;0
80429;20848.44;2;2;2;74.57;6;5;32.1;39;7;4;1;21759.31;3;4;1;45;602;1;19;1
80430;22487.45;5;3;50;2615.02;15;31;25.2;0;0;5;0;22143.28;1;3;4;29;793;10;1;0
80431;80348.15;5;0;21;792.17;1;16;57.1;27;10;5;0;79209.91;0;2;7;38;710;1;1;0
80432;1198.68;3;0;8;546.55;6;2;82.7;5;0;3;0;1209.34;0;4;5;70;559;2;2;0
80433;7138.12;1;0;4;95.41;8;0;0.0;24;4;4;0;7043.13;0;4;5;41;552;5;18;0
80434;8379.62;2;1;27;246.11;5;17;49.3;16;6;4;0;8113.33;0;4;2;58;589;14;1;0
80435;14933.38;1;0;8;452.40;8;4;43.2;30;3;4;1;15520.71;0;4;1;59;520;3;4;0
80436;4394.35;2;3;17;697.71;6;6;50.6;2;0;3;0;3829.83;0;4;2;75;551;4;12;0
80437;85529.61;4;1;38;1030.44;11;33;19.4;11;3;3;2;81409.30;0;3;7;33;607;2;3;0
80438;23437.88;1;1;11;516.38;17;7;29.2;36;5;5;0;20251.72;2;4;1;46;580;0;4;1
80439;10127.73;2;0;0;86.24;11;0;58.2;1;0;3;0;8773.20;1;4;6;46;623;3;1;1
80440;28375.93;4;0;42;2293.14;6;21;27.8;7;0;4;0;27237.66;0;3;7;49;757;13;9;0
80441;56180.55;2;0;40;1604.42;10;22;32.1;0;3;4;0;58140.21;2;2;5;61;694;3;8;0
80442;11197.03;2;1;13;408.22;9;8;47.5;5;2;4;0;10256.98;0;4;2;74;632;1;4;0
80443;111553.90;6;1;12;805.89;10;15;44.7;21;13;3;0;120440.19;1;2;3;45;682;3;23;0
80444;102012.89;4;0;26;1435.10;14;18;81.8;5;1;3;1;112640.07;1;2;5;70;676;3;2;1
80445;95945.64;5;0;51;2981.02;4;33;86.4;30;13;4;0;110274.54;0;3;3;38;745;13;14;0
80446;2331.66;2;1;17;568.07;9;7;0.7;4;2;5;0;1990.18;0;4;6;34;562;2;6;0
80447;19142.94;1;1;9;273.92;11;9;11.9;27;8;4;0;16277.09;1;4;1;55;552;2;7;0
80448;4378.67;2;0;7;584.19;11;6;75.7;31;3;3;0;3730.11;2;4;5;22;543;4;1;1
80449;208778.75;7;0;24;1175.81;10;4;14.3;7;3;5;0;194929.44;0;1;7;62;681;1;2;0
80450;19324.17;2;1;19;502.19;9;11;28.7;0;1;4;0;17591.75;0;4;1;49;591;1;12;0
80451;20969.63;2;0;17;308.76;11;13;39.4;42;11;4;1;20695.09;0;4;5;18;571;0;1;0
80452;249321.39;5;2;42;1328.63;8;26;22.3;26;4;4;0;277007.35;0;3;4;31;785;11;8;0
80453;13822.55;4;0;25;524.87;7;17;28.2;30;4;4;0;12586.66;2;4;2;20;649;2;1;0
80454;142383.63;3;0;59;2960.39;7;39;17.2;4;0;4;0;135646.95;0;3;4;52;680;3;7;0
80455;21974.72;2;0;16;364.46;8;1;19.1;13;0;4;0;22548.72;0;4;5;18;548;2;6;0
80456;90549.19;4;0;27;1735.06;6;14;25.1;2;0;4;0;85913.74;0;2;7;57;684;1;9;0
80457;13128.06;1;0;13;162.46;13;2;54.4;26;2;4;0;11930.28;1;4;6;43;565;6;5;1
80458;209808.59;6;4;32;2647.37;10;8;40.8;4;0;5;0;234946.45;0;1;3;47;754;8;2;0
80459;22394.16;1;0;9;651.22;0;8;85.0;6;1;4;0;22437.92;0;4;5;57;503;0;4;0
80460;22126.05;1;0;17;460.42;6;12;0.0;22;11;5;0;21967.29;4;4;1;21;529;3;6;1
80461;22375.99;1;0;17;419.59;8;0;5.0;0;1;2;3;20417.59;4;4;5;59;535;1;1;1
80462;24477.44;1;2;16;777.09;16;0;0.0;23;10;4;0;25528.07;1;4;6;36;668;8;14;1
80463;150996.96;5;2;34;2422.97;11;26;0.0;26;4;4;0;163655.11;0;3;3;56;743;7;7;0
80464;18260.58;5;1;31;1613.18;12;15;0.7;35;4;4;0;20477.42;0;2;7;27;642;1;3;0
80465;13291.33;1;0;17;340.99;10;6;61.5;3;2;4;1;11752.91;0;4;1;76;573;1;8;0
80466;76808.32;5;1;31;1727.99;13;24;45.3;20;6;4;0;81011.16;0;2;3;37;664;2;3;0
80467;117762.56;5;1;27;1543.24;10;21;83.3;16;15;5;0;118314.13;1;2;5;39;696;1;1;0
80468;107893.78;6;2;38;1052.35;1;23;30.8;9;0;5;0;97131.87;0;3;7;71;692;1;5;0
80469;21502.08;6;2;32;727.53;12;26;0.0;5;0;5;0;20738.27;0;3;3;32;682;0;11;0
80470;14579.37;2;1;13;465.59;11;14;20.9;4;0;4;0;14055.06;2;4;2;41;548;1;1;1
80471;17891.65;1;0;4;768.58;12;9;0.6;27;11;4;0;17367.86;1;4;5;58;616;2;8;0
80472;716382.15;7;3;40;3447.49;9;26;31.5;5;0;4;0;772329.38;0;1;3;47;757;4;5;0
80473;11900.73;2;3;0;528.27;6;0;50.9;21;7;5;0;13649.38;2;4;5;32;524;2;4;1
80474;12122.70;1;3;26;724.28;12;16;55.9;40;6;4;0;10574.15;2;4;1;21;576;4;9;1
80475;19601.77;1;0;22;541.58;8;18;34.5;5;0;3;0;19696.01;0;4;1;49;604;12;19;0
80476;81783.12;5;0;53;3164.92;4;38;2.6;31;7;3;0;73224.68;1;3;7;22;676;2;2;0
80477;207904.38;4;0;51;373.76;4;17;2.4;5;1;4;0;183430.40;1;3;7;47;724;4;5;1
80478;2034.46;4;0;15;683.34;12;9;0.0;35;13;5;0;1957.21;0;4;5;28;533;3;14;0
80479;15588.23;1;0;31;724.93;12;14;22.3;3;2;4;0;13674.83;1;4;2;45;556;1;9;0
80480;65581.46;6;0;36;1859.39;3;28;78.2;46;11;5;0;58111.26;0;2;3;34;739;2;1;0
80481;7692.11;3;0;17;424.82;14;7;64.7;21;6;5;0;8416.78;0;4;1;21;570;10;1;0
80482;19069.00;2;0;6;352.11;10;9;37.2;4;3;5;0;16343.06;2;4;6;60;605;5;18;0
80483;208337.61;6;0;23;412.59;5;12;65.3;2;0;4;0;239067.84;0;3;4;37;721;3;15;0
80484;651296.33;8;0;39;4309.49;10;19;68.7;40;5;4;0;690980.02;0;1;7;25;810;1;22;0
80485;550334.42;5;1;33;379.32;4;26;19.6;1;0;5;0;575574.37;0;1;7;48;704;2;10;0
80486;164155.89;6;0;44;2869.89;6;24;36.7;38;2;5;0;143051.58;0;3;4;30;616;1;2;0
80487;119153.57;6;0;26;1883.19;3;6;4.2;45;8;4;0;104355.87;0;2;7;58;724;2;9;0
